,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RSN,SITE_ADDRESS_x,WARD,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,bike_parking_indoor,bike_parking_outdoor,SITE_ADDRESS_y,LATITUDE,LONGITUDE,geometry,ward_code,ward_name,ward_full,neighbourhood_number,neighbourhood_name,neighbourhood_classification,neighbourhood_classification_code,BICYCLE_ZONE,short_term_min,short_term_max,long_term,short_term_min_unmet,short_term_max_unmet,long_term_unmet,total_unmet_min,total_req_min,pc_unmet
3043,1 indoor parking spots and 0 outdoor parking spots,14,129,HOMESTEAD LAND HOLDINGS LIMITED,PRIVATE,4155349,500  SCARLETT RD ,02,1969,2012,2017,1,0,500 SCARLETT RD,43.6857584584,-79.5133729757,POINT (-79.5133729757 43.6857584584),02,Etobicoke Centre,Etobicoke Centre (02),008,Humber Heights-Westmount,Emerging Neighbourhood,EN,2,5,10,88,5,10,87,92,93,0.989247311827957
3044,Not Available,11,128,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4155353,1025  SCARLETT RD ,02,1994,2010,2017,,,1025 SCARLETT RD,43.7006762308,-79.5253118023,POINT (-79.5253118023 43.7006762308),02,Etobicoke Centre,Etobicoke Centre (02),008,Humber Heights-Westmount,Emerging Neighbourhood,EN,2,5,9,88,5,9,88,93,93,1.0
3045,Not Available,5,60,EQUITY BUILDERS ,PRIVATE,4155356,34  DIXINGTON CRES ,02,1970,2017,2017,,,34 DIXINGTON CRES,43.696411866,-79.541932687,POINT (-79.541932687 43.696411866),02,Etobicoke Centre,Etobicoke Centre (02),006,Kingsview Village-The Westway,Neighbourhood Improvement Area,NIA,2,3,5,41,3,5,41,44,44,1.0
3046,Not Available,3,21,,PRIVATE,4152719,1477  BIRCHMOUNT RD ,21,1960,,2017,,,1477 BIRCHMOUNT RD,43.7569401059,-79.2882167684,POINT (-79.2882167684 43.7569401059),21,Scarborough Centre,Scarborough Centre (21),126,Dorset Park,Emerging Neighbourhood,EN,2,1,2,15,1,2,15,16,16,1.0
3047,Not Available,3,23,,PRIVATE,4152747,815  MIDLAND AVE ,20,1965,,2017,,,815 MIDLAND AVE,43.734150957,-79.2574811613,POINT (-79.2574811613 43.734150957),20,Scarborough Southwest,Scarborough Southwest (20),124,Kennedy Park,Neighbourhood Improvement Area,NIA,2,1,2,16,1,2,16,17,17,1.0
3048,Not Available,3,12,TOSCANO INVESTMENTS INC.,PRIVATE,4154350,2430  KEELE ST ,05,,,2024,,,2430 KEELE ST,43.71081061,-79.4788967213,POINT (-79.4788967213 43.71081061),05,York South-Weston,York South-Weston (05),029,Maple Leaf,Not an NIA or Emerging Neighbourhood,NA,2,1,1,9,1,1,9,10,10,1.0
3049, indoor parking spots and  outdoor parking spots,3,17,,PRIVATE,4154355,2416  KEELE ST ,05,1954,,,,,2416 KEELE ST,43.7097870925,-79.4788512552,POINT (-79.4788512552 43.7097870925),05,York South-Weston,York South-Weston (05),029,Maple Leaf,Not an NIA or Emerging Neighbourhood,NA,2,1,2,12,1,2,12,13,13,1.0
3050,Not Available,3,11,,PRIVATE,4154360,2620  KEELE ST ,05,1984,,2017,,,2620 KEELE ST,43.719614507,-79.4809196284,POINT (-79.4809196284 43.719614507),05,York South-Weston,York South-Weston (05),029,Maple Leaf,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
3051,0 indoor parking spots and 6 outdoor parking spots,3,11,WESTHAVEN PROPERTY MANAGEMENT INC.,PRIVATE,4154369,823  WILSON AVE ,06,1953,,2017,0,6,823 WILSON AVE,43.7316251589,-79.461395515,POINT (-79.461395515 43.7316251589),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,1,1,8,-5,-5,8,3,9,0.3333333333333333
3052,Not Available,9,203,BENTALLGREENOAK,PRIVATE,4154852,1780  EGLINTON AVE E,16,1982,2005,2017,,,1780 EGLINTON AVE E,43.725379191,-79.304998826,POINT (-79.304998826 43.725379191),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,21,41,183,21,41,183,204,204,1.0
3053,Not Available,9,132,OXFORD PROPERTIES GROUP,PRIVATE,4154855,1540  VICTORIA PARK AVE ,16,1982,2005,2017,,,1540 VICTORIA PARK AVE,43.7261205219,-79.3038237102,POINT (-79.3038237102 43.7261205219),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,14,27,119,14,27,119,133,133,1.0
3054,Not Available,4,48,CENTURION PROPERTY ASSOCIATES INC.,PRIVATE,4154868,1  BIGGIN CRT ,16,1955,2012,2017,,,1 BIGGIN CRT,43.7284796451,-79.3050102685,POINT (-79.3050102685 43.7284796451),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,5,10,44,5,10,44,49,49,1.0
3055,Not Available,4,60,ROYAL LEPAGE SIGNATURE REALTY,PRIVATE,4154872,17  ECCLESTON DR ,16,1960,2011,2018,,,17 ECCLESTON DR,43.7269029771,-79.3160560854,POINT (-79.3160560854 43.7269029771),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,6,12,54,6,12,54,60,60,1.0
3056,Not Available,5,54,BRIARLANE RENTAL PROPERTY MANAGEMENT INC.,PRIVATE,4154878,1700  VICTORIA PARK AVE ,16,1958,2006,2017,,,1700 VICTORIA PARK AVE,43.7343053211,-79.307065705,POINT (-79.307065705 43.7343053211),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,6,11,49,6,11,49,55,55,1.0
3057,Not Available,4,59,"RICHMOND COMMUNITY SERVICE CORP.   PH905 470 1244 ,CELL 289 200 6649",PRIVATE,4154881,1710  VICTORIA PARK AVE ,16,1968,1980,2017,,,1710 VICTORIA PARK AVE,43.735657495,-79.3078726793,POINT (-79.3078726793 43.735657495),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,6,12,54,6,12,54,60,60,1.0
3058,Not Available,7,93,GOLD SEAL MANAGEMENT INC.,PRIVATE,4154882,1704  VICTORIA PARK AVE ,16,1966,2006,2017,,,1704 VICTORIA PARK AVE,43.7350883959,-79.3075489719,POINT (-79.3075489719 43.7350883959),16,Don Valley East,Don Valley East (16),043,Victoria Village,Neighbourhood Improvement Area,NIA,1,10,19,84,10,19,84,94,94,1.0
3059,0 indoor parking spots and 1 outdoor parking spots,6,55,D. RASCHILLA DIXON HOLDINGS INC.,PRIVATE,4155365,333  DIXON RD ,02,1961,,2017,0,1,333 DIXON RD,43.69457142373813,-79.55575547062152,POINT (-79.55575547062152 43.69457142373813),02,Etobicoke Centre,Etobicoke Centre (02),006,Kingsview Village-The Westway,Neighbourhood Improvement Area,NIA,2,2,4,38,1,3,38,39,40,0.975
3060,Not Available,13,152,BROOKBANK HOLDINGS INC,PRIVATE,4155377,210  MARKLAND DR ,02,1965,2006,2017,,,210 MARKLAND DR,43.6301975537,-79.5798906401,POINT (-79.5798906401 43.6301975537),02,Etobicoke Centre,Etobicoke Centre (02),012,Markland Wood,Not an NIA or Emerging Neighbourhood,NA,2,6,11,104,6,11,104,110,110,1.0
3061,Not Available,7,109,FIDES REAL ESTATE LIMITED,PRIVATE,4155382,311  THE WEST MALL  ,02,1962,2017,2017,,,311 THE WEST MALL,43.6365103403,-79.562181408,POINT (-79.562181408 43.6365103403),02,Etobicoke Centre,Etobicoke Centre (02),013,Etobicoke West Mall,Not an NIA or Emerging Neighbourhood,NA,2,4,8,75,4,8,75,79,79,1.0
3062,Not Available,5,51,TRAVI INC.,PRIVATE,4155384,339  THE WEST MALL  ,02,1950,2013,2017,,,339 THE WEST MALL,43.638068798,-79.563940807,POINT (-79.563940807 43.638068798),02,Etobicoke Centre,Etobicoke Centre (02),013,Etobicoke West Mall,Not an NIA or Emerging Neighbourhood,NA,2,2,4,35,2,4,35,37,37,1.0
3063,Not Available,6,55,COGIR MANAGEMENT CORPORATION GP,PRIVATE,4155390,350  THE WEST MALL  ,02,1962,2007,2017,,,350 THE WEST MALL,43.639035157,-79.564993488,POINT (-79.564993488 43.639035157),02,Etobicoke Centre,Etobicoke Centre (02),013,Etobicoke West Mall,Not an NIA or Emerging Neighbourhood,NA,2,2,4,38,2,4,38,40,40,1.0
3064,Not Available,4,14,REALSTAR,PRIVATE,4156099,12  BEXHILL CRT ,02,1952,,2017,,,12 BEXHILL CRT,43.662460477,-79.52039703,POINT (-79.52039703 43.662460477),02,Etobicoke Centre,Etobicoke Centre (02),009,Edenbridge-Humber Valley,Not an NIA or Emerging Neighbourhood,NA,2,1,1,10,1,1,10,11,11,1.0
3065,Not Available,3,15,1034523 ONTARIO LTD,PRIVATE,4156114,1457  KINGSTON RD ,20,1940,,2017,,,1457 KINGSTON RD,43.68800974,-79.270112715,POINT (-79.270112715 43.68800974),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,1,2,11,1,2,11,12,12,1.0
3066,Not Available,24,327,GREENWIN,TCHC,4156118,325  BLEECKER ST ,13,1969,1999,2017,,,325 BLEECKER ST,43.669381383,-79.37437191,POINT (-79.37437191 43.669381383),13,Toronto Centre,Toronto Centre (13),074,North St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,33,66,295,33,66,295,328,328,1.0
3067,30 indoor parking spots and 0 outdoor parking spots,12,138,GOSSNER & HORNAR MANAGEMENT LTD.,PRIVATE,4152767,1299  DANFORTH RD ,21,1967,,2017,30,0,1299 DANFORTH RD,43.7409655734,-79.2446148639,POINT (-79.2446148639 43.7409655734),21,Scarborough Centre,Scarborough Centre (21),138,Eglinton East,Neighbourhood Improvement Area,NIA,2,5,10,94,5,10,64,69,99,0.696969696969697
3068,Not Available,11,330,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4152777,17  BRIMLEY RD ,20,1979,2017,2017,,,17 BRIMLEY RD,43.7204681732,-79.2391056557,POINT (-79.2391056557 43.7204681732),20,Scarborough Southwest,Scarborough Southwest (20),123,Cliffcrest,Not an NIA or Emerging Neighbourhood,NA,2,12,24,225,12,24,225,237,237,1.0
3069,Not Available,3,50,AKELIUS CANADA LTD,PRIVATE,4154381,31  PAXTONIA BLVD ,06,1964,2015,2017,,,31 PAXTONIA BLVD,43.729184156,-79.4799862113,POINT (-79.4799862113 43.729184156),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,2,4,34,2,4,34,36,36,1.0
3070,Not Available,4,42,2585277 ONTARIO LIMITED,PRIVATE,4154384,1537  WILSON AVE ,06,1960,,2017,,,1537 WILSON AVE,43.7205293496,-79.5070896347,POINT (-79.5070896347 43.7205293496),06,York Centre,York Centre (06),154,Oakdale-Beverley Heights,Neighbourhood Improvement Area,NIA,2,2,3,29,2,3,29,31,31,1.0
3071,Not Available,7,84,BIDDINGTON PROPERTY MANAGEMENT CORP.,PRIVATE,4154396,1309  WILSON AVE ,06,1960,,2017,,,1309 WILSON AVE,43.723087588,-79.4957736371,POINT (-79.4957736371 43.723087588),06,York Centre,York Centre (06),154,Oakdale-Beverley Heights,Neighbourhood Improvement Area,NIA,2,3,6,58,3,6,58,61,61,1.0
3072,Not Available,3,12,VINCENZA PAOLELLA,PRIVATE,4154401,2217  JANE ST ,06,1950,,2017,,,2217 JANE ST,43.7233585034,-79.508865507,POINT (-79.508865507 43.7233585034),06,York Centre,York Centre (06),154,Oakdale-Beverley Heights,Neighbourhood Improvement Area,NIA,2,1,1,9,1,1,9,10,10,1.0
3073,Not Available,8,44,REALSTAR,PRIVATE,4154893,17  BROOKBANKS DR ,16,2001,,2017,,,17 BROOKBANKS DR,43.751291266,-79.332886312,POINT (-79.332886312 43.751291266),16,Don Valley East,Don Valley East (16),149,Parkwoods-O'Connor Hills,Not an NIA or Emerging Neighbourhood,NA,2,2,4,30,2,4,30,32,32,1.0
3074,Not Available,4,64,THREE R PROPERTY MANAGEMENT CORPORATION,PRIVATE,4154897,50  UNDERHILL DR ,16,1961,2001,2017,,,50 UNDERHILL DR,43.7447615515,-79.3267702279,POINT (-79.3267702279 43.7447615515),16,Don Valley East,Don Valley East (16),149,Parkwoods-O'Connor Hills,Not an NIA or Emerging Neighbourhood,NA,2,3,5,44,3,5,44,47,47,1.0
3075,Not Available,6,65,PARKWOODS MANAGEMENT,PRIVATE,4154902,76  PARKWOODS VILLAGE DR ,16,1962,2010,2017,,,76 PARKWOODS VILLAGE DR,43.7601853527,-79.3232568581,POINT (-79.3232568581 43.7601853527),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,3,5,45,3,5,45,48,48,1.0
3076,Not Available,3,11,,PRIVATE,4154907,2126  VICTORIA PARK AVE ,16,1961,,2018,,,2126 VICTORIA PARK AVE,43.7594779981,-79.3164040826,POINT (-79.3164040826 43.7594779981),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
3077,0 indoor parking spots and 12 outdoor parking spots,8,128,,SOCIAL HOUSING,4155405,1540  KIPLING AVE ,02,1992,,2017,0,12,1540 KIPLING AVE,43.6804703998,-79.5529581707,POINT (-79.5529581707 43.6804703998),02,Etobicoke Centre,Etobicoke Centre (02),007,Willowridge-Martingrove-Richview,Not an NIA or Emerging Neighbourhood,NA,2,5,9,88,-7,-3,88,81,93,0.8709677419354839
3078,Not Available,5,62,CAPREIT,PRIVATE,4155415,25  BRIDESBURG DR ,01,1965,2012,2017,,,25 BRIDESBURG DR,43.6955590992,-79.5621204322,POINT (-79.5621204322 43.6955590992),01,Etobicoke North,Etobicoke North (01),006,Kingsview Village-The Westway,Neighbourhood Improvement Area,NIA,2,3,5,43,3,5,43,46,46,1.0
3079,Not Available,7,104,RANEE MANAGEMENT,PRIVATE,4156172,1  TERRAVIEW BLVD ,21,1960,2003,2017,,,1 TERRAVIEW BLVD,43.7644344893,-79.3177518192,POINT (-79.3177518192 43.7644344893),21,Scarborough Centre,Scarborough Centre (21),119,Wexford/Maryvale,Not an NIA or Emerging Neighbourhood,NA,2,4,8,71,4,8,71,75,75,1.0
3080,Not Available,6,70,COGIR MANAGEMENT CORPORATION,PRIVATE,4152788,3111  EGLINTON AVE E,20,1953,2018,2017,,,3111 EGLINTON AVE E,43.7415952202,-79.2240381371,POINT (-79.2240381371 43.7415952202),20,Scarborough Southwest,Scarborough Southwest (20),139,Scarborough Village,Neighbourhood Improvement Area,NIA,2,3,5,48,3,5,48,51,51,1.0
3081,0 indoor parking spots and 6 outdoor parking spots,12,166,BEST RANK INVESTMENTS,PRIVATE,4152791,3161  EGLINTON AVE E,20,1969,2014,2017,0,6,3161 EGLINTON AVE E,43.7418275772,-79.221378358,POINT (-79.221378358 43.7418275772),20,Scarborough Southwest,Scarborough Southwest (20),139,Scarborough Village,Neighbourhood Improvement Area,NIA,2,6,12,113,0,6,113,113,119,0.9495798319327731
3082,Not Available,7,79,FIDELITY PROPERTY MANAGEMENT LTD,PRIVATE,4152795,3091  EGLINTON AVE E,20,1968,,2017,,,3091 EGLINTON AVE E,43.7409544272,-79.2260065723,POINT (-79.2260065723 43.7409544272),20,Scarborough Southwest,Scarborough Southwest (20),139,Scarborough Village,Neighbourhood Improvement Area,NIA,2,3,6,54,3,6,54,57,57,1.0
3083,Not Available,17,214,METCAP LIVING MANAGEMENT INC.,PRIVATE,4152802,3434  EGLINTON AVE E,24,1975,,2017,,,3434 EGLINTON AVE E,43.7456216056,-79.2112167788,POINT (-79.2112167788 43.7456216056),24,Scarborough-Guildwood,Scarborough-Guildwood (24),139,Scarborough Village,Neighbourhood Improvement Area,NIA,2,8,15,146,8,15,146,154,154,1.0
3084,30 indoor parking spots and 0 outdoor parking spots,5,112,COMMUNITY FIRST DEVELOPMENT INC.,SOCIAL HOUSING,4152811,450 B  SCARBOROUGH GOLF CLUB RD ,24,1991,,2017,30,0,450 B SCARBOROUGH GOLF CLUB RD,43.7546186553,-79.2171707539,POINT (-79.2171707539 43.7546186553),24,Scarborough-Guildwood,Scarborough-Guildwood (24),141,Golfdale-Cedarbrae-Woburn,Neighbourhood Improvement Area,NIA,2,4,8,77,4,8,47,51,81,0.6296296296296297
3085,Not Available,8,133,MONTEREY PARK INC.,PRIVATE,4152813,35  CONFEDERATION DR ,24,1964,2004,2017,,,35 CONFEDERATION DR,43.7572104007,-79.2230052748,POINT (-79.2230052748 43.7572104007),24,Scarborough-Guildwood,Scarborough-Guildwood (24),141,Golfdale-Cedarbrae-Woburn,Neighbourhood Improvement Area,NIA,2,5,10,91,5,10,91,96,96,1.0
3086,Not Available,3,11,LINDAWACHTEL,PRIVATE,4154424,2854  KEELE ST ,06,1955,,2017,,,2854 KEELE ST,43.7316216812,-79.4836767511,POINT (-79.4836767511 43.7316216812),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,1,1,8,1,1,8,9,9,1.0
3087,Not Available,4,58,BERKLEY PROPERTY MANAGEMENT INC.,PRIVATE,4154923,1244  YORK MILLS RD ,16,1961,,2017,,,1244 YORK MILLS RD,43.7608810853,-79.3292989011,POINT (-79.3292989011 43.7608810853),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,3,5,40,3,5,40,43,43,1.0
3088,0 indoor parking spots and 10 outdoor parking spots,15,171,AZURIA GROUP INCORPORATED,PRIVATE,4154929,450  WALMER RD ,12,1960,2003,2017,0,10,450 WALMER RD,43.686218485,-79.413643322,POINT (-79.413643322 43.686218485),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,18,35,154,8,25,154,162,172,0.9418604651162791
3089,Not Available,4,32,HAZELVIEW PROPERTY SERVICES INC,PRIVATE,4154934,1531  BATHURST ST ,12,1943,,2017,,,1531 BATHURST ST,43.6856480126,-79.4188899965,POINT (-79.4188899965 43.6856480126),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,29,4,7,29,33,33,1.0
3090,0 indoor parking spots and 4 outdoor parking spots,4,16,HAZELVIEW PROPERTY SERVICES INC,PRIVATE,4154936,17  RAGLAN AVE ,12,1930,,2017,0,4,17 RAGLAN AVE,43.6838687867,-79.4195252929,POINT (-79.4195252929 43.6838687867),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,2,4,15,-2,0,15,13,17,0.7647058823529411
3091,Not Available,4,36,GREENWIN CORP.,PRIVATE,4154946,1574  BATHURST ST ,12,1926,,2017,,,1574 BATHURST ST,43.6861505709,-79.4199250703,POINT (-79.4199250703 43.6861505709),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,4,8,33,4,8,33,37,37,1.0
3092,Not Available,3,19,FALCOSTA INVESTMENTS,PRIVATE,4155436,15  TORBOLTON DR ,01,1960,,2017,,,15 TORBOLTON DR,43.7189166403,-79.5582979655,POINT (-79.5582979655 43.7189166403),01,Etobicoke North,Etobicoke North (01),004,Rexdale-Kipling,Not an NIA or Emerging Neighbourhood,NA,2,1,2,13,1,2,13,14,14,1.0
3093,Not Available,12,101,QUADREAL RESIDENTIAL PROPERTIES G.P. INC.,PRIVATE,4156233,10  ROANOKE RD ,16,1962,2005,2017,,,10 ROANOKE RD,43.7414398255,-79.3292349773,POINT (-79.3292349773 43.7414398255),16,Don Valley East,Don Valley East (16),149,Parkwoods-O'Connor Hills,Not an NIA or Emerging Neighbourhood,NA,2,4,8,69,4,8,69,73,73,1.0
3094,Not Available,3,14,1034523 ONTARIO LTD,PRIVATE,4156236,1475  KINGSTON RD ,20,1940,,2017,,,1475 KINGSTON RD,43.68817271,-79.269435846,POINT (-79.269435846 43.68817271),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,1,1,10,1,1,10,11,11,1.0
3095,Not Available,29,277,TANDEM PROPERTY MANAGEMENT INC,PRIVATE,4156258,4  FOREST LANEWAY  ,18,1975,2017,2017,,,4 FOREST LANEWAY,43.762630954,-79.409754662,POINT (-79.409754662 43.762630954),18,Willowdale,Willowdale (18),151,Yonge-Doris,Not an NIA or Emerging Neighbourhood,NA,2,10,20,189,10,20,189,199,199,1.0
3096,Not Available,3,23,CENTRAL ERIN PROPERTY MANAGEMENT,PRIVATE,4156288,11  THIRTY THIRD ST ,03,1970,,2017,,,11 THIRTY THIRD ST,43.5918858428,-79.5306544291,POINT (-79.5306544291 43.5918858428),03,Etobicoke-Lakeshore,Etobicoke-Lakeshore (03),019,Long Branch,Not an NIA or Emerging Neighbourhood,NA,2,1,2,16,1,2,16,17,17,1.0
3097,Not Available,15,164,BERT F. GRANT MANAGEMENT LIMITED,PRIVATE,4152830,3950  LAWRENCE AVE E,24,1967,,2017,,,3950 LAWRENCE AVE E,43.7649205,-79.204613933,POINT (-79.204613933 43.7649205),24,Scarborough-Guildwood,Scarborough-Guildwood (24),135,Morningside,Neighbourhood Improvement Area,NIA,2,6,12,112,6,12,112,118,118,1.0
3098,Not Available,14,147,BERT F. GRANT MANAGEMENT LIMITED,PRIVATE,4152831,15  ORTON PARK RD ,24,1967,,2017,,,15 ORTON PARK RD,43.7652112364,-79.2054482242,POINT (-79.2054482242 43.7652112364),24,Scarborough-Guildwood,Scarborough-Guildwood (24),135,Morningside,Neighbourhood Improvement Area,NIA,2,6,11,100,6,11,100,106,106,1.0
3099,0 indoor parking spots and 5 outdoor parking spots,17,200,GREENWIN CORP.,PRIVATE,4152832,51  TRAILRIDGE CRES ,24,1974,2014,2017,0,5,51 TRAILRIDGE CRES,43.78311931,-79.206148943,POINT (-79.206148943 43.78311931),24,Scarborough-Guildwood,Scarborough-Guildwood (24),135,Morningside,Neighbourhood Improvement Area,NIA,2,8,15,136,3,10,136,139,144,0.9652777777777778
3100,Not Available,3,11,DEVNETT COMPANY,PRIVATE,4154438,2990  KEELE ST ,06,1952,,2018,,,2990 KEELE ST,43.736373339,-79.484931855,POINT (-79.484931855 43.736373339),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,1,1,8,1,1,8,9,9,1.0
3101,Not Available,4,40,SIGNET GROUP INC.,PRIVATE,4154453,18  SKIPTON CRT ,06,1958,,2017,,,18 SKIPTON CRT,43.737360084,-79.492713493,POINT (-79.492713493 43.737360084),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,2,3,28,2,3,28,30,30,1.0
3102,Not Available,4,59,AFFORDABLE PROPERTY MANAGEMENT INC.,SOCIAL HOUSING,4154467,3470  KEELE ST ,07,1994,,2017,,,3470 KEELE ST,43.752235605,-79.488646145,POINT (-79.488646145 43.752235605),07,Humber River-Black Creek,Humber River-Black Creek (07),027,York University Heights,Neighbourhood Improvement Area,NIA,2,3,5,41,3,5,41,44,44,1.0
3103,Not Available,3,12,,PRIVATE,4154957,113  VAUGHAN RD ,12,1947,,2017,,,113 VAUGHAN RD,43.6843811107,-79.4210952142,POINT (-79.4210952142 43.6843811107),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,2,3,11,2,3,11,13,13,1.0
3104,0 indoor parking spots and 33 outdoor parking spots,4,33,AKELIUS CANADA LTD,PRIVATE,4154965,100  VAUGHAN RD ,12,1940,,2017,0,33,100 VAUGHAN RD,43.6837967555,-79.4215781204,POINT (-79.4215781204 43.6837967555),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,4,7,30,-29,-26,30,1,34,0.029411764705882353
3105,30 indoor parking spots and 6 outdoor parking spots,8,44,WOODGREEN COMMUNITY SERVICES ,SOCIAL HOUSING,4154085,270  DONLANDS AVE ,14,2012,,2017,30,6,270 DONLANDS AVE,43.6901052164,-79.3416209783,POINT (-79.3416209783 43.6901052164),14,Toronto-Danforth,Toronto-Danforth (14),059,Danforth East York,Not an NIA or Emerging Neighbourhood,NA,1,5,9,40,-1,3,10,9,45,0.2
3106,Not Available,6,38,M&R PROPERTY MANAGEMENT,PRIVATE,4154098,240  COSBURN AVE ,14,1959,2016,2017,,,240 COSBURN AVE,43.690768756,-79.343386205,POINT (-79.343386205 43.690768756),14,Toronto-Danforth,Toronto-Danforth (14),058,Old East York,Not an NIA or Emerging Neighbourhood,NA,1,4,8,35,4,8,35,39,39,1.0
3107,29 indoor parking spots and 0 outdoor parking spots,10,82,KRAL PROPERTY MANAGEMENT INC.,SOCIAL HOUSING,4153560,31  PRINCESS ST ,13,1994,,2017,29,0,31 PRINCESS ST,43.6500861,-79.366016015,POINT (-79.366016015 43.6500861),13,Toronto Centre,Toronto Centre (13),166,St Lawrence-East Bayfront-The Islands,Not an NIA or Emerging Neighbourhood,NA,1,9,17,74,9,17,45,54,83,0.6506024096385542
3108,0 indoor parking spots and 5 outdoor parking spots,8,52,,SOCIAL HOUSING,4153565,101  ONTARIO ST ,13,2005,,2017,0,5,101 ONTARIO ST,43.654589844,-79.366707521,POINT (-79.366707521 43.654589844),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,6,11,47,1,6,47,48,53,0.9056603773584906
3109,Not Available,6,44,TCH,TCHC,4153566,540  QUEEN ST E,13,1984,2015,2017,,,540 QUEEN ST E,43.657342412,-79.357649785,POINT (-79.357649785 43.657342412),13,Toronto Centre,Toronto Centre (13),072,Regent Park,Neighbourhood Improvement Area,NIA,1,5,9,40,5,9,40,45,45,1.0
3110,15 indoor parking spots and 0 outdoor parking spots,4,48,COGIR REAL ESTATE,PRIVATE,4153588,391  SHERBOURNE ST ,13,1920,,2017,15,0,391 SHERBOURNE ST,43.6643516007,-79.3730396358,POINT (-79.3730396358 43.6643516007),13,Toronto Centre,Toronto Centre (13),071,Cabbagetown-South St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,5,10,44,5,10,29,34,49,0.6938775510204082
3111,0 indoor parking spots and 5 outdoor parking spots,3,19,,PRIVATE,4152960,59  SPENCER AVE ,04,1939,,2017,0,5,59 SPENCER AVE,43.636297355,-79.429583628,POINT (-79.429583628 43.636297355),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,2,4,18,-3,-1,18,15,20,0.75
